Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Authentification,Chrome 95.0.4638.54,,,2021-11-01 21:05:12,2021-11-01 21:07:34,"2m - 21,606s",ERROR
,,,,,,,
Test Cases/TestDataDrivenLogin,Chrome 95.0.4638.54,,,2021-11-01 21:05:33,2021-11-01 21:05:38,"4,961s",ERROR
Start listener action : sampleBeforeTestCase,Chrome 95.0.4638.54,,,2021-11-01 21:05:33,2021-11-01 21:05:33,"0,000s",PASSED
"verifyElementPresent(findTestObject(""Page_opencats - Login/input_Username_username""), 300)",Chrome 95.0.4638.54,,,2021-11-01 21:05:33,2021-11-01 21:05:33,"0,402s",PASSED
"setText(findTestObject(""Page_opencats - Login/input_Username_username""), username)",Chrome 95.0.4638.54,,,2021-11-01 21:05:33,2021-11-01 21:05:34,"0,857s",PASSED
"setText(findTestObject(""Page_opencats - Login/input_Password_password""), password)",Chrome 95.0.4638.54,,,2021-11-01 21:05:34,2021-11-01 21:05:35,"1,028s",PASSED
"click(findTestObject(""Page_opencats - Login/input_Password_button""))",Chrome 95.0.4638.54,,,2021-11-01 21:05:35,2021-11-01 21:05:36,"1,061s",PASSED
"if (verifyElementPresent(findTestObject(""Page_FaimeRecruiter - Home/a_Logout""), 10))",Chrome 95.0.4638.54,,,2021-11-01 21:05:36,2021-11-01 21:05:38,"1,593s",PASSED
Start listener action : sampleAfterTestCase,Chrome 95.0.4638.54,,,2021-11-01 21:05:38,2021-11-01 21:05:38,"0,000s",PASSED
,,,,,,,
Test Cases/TestDataDrivenLogin,Chrome 95.0.4638.54,,,2021-11-01 21:06:21,2021-11-01 21:06:36,"14,447s",FAILED
Start listener action : sampleBeforeTestCase,Chrome 95.0.4638.54,,,2021-11-01 21:06:21,2021-11-01 21:06:21,"0,000s",PASSED
"verifyElementPresent(findTestObject(""Page_opencats - Login/input_Username_username""), 300)",Chrome 95.0.4638.54,,,2021-11-01 21:06:21,2021-11-01 21:06:22,"0,385s",PASSED
"setText(findTestObject(""Page_opencats - Login/input_Username_username""), username)",Chrome 95.0.4638.54,,,2021-11-01 21:06:22,2021-11-01 21:06:23,"0,881s",PASSED
"setText(findTestObject(""Page_opencats - Login/input_Password_password""), password)",Chrome 95.0.4638.54,,,2021-11-01 21:06:23,2021-11-01 21:06:24,"1,022s",PASSED
"click(findTestObject(""Page_opencats - Login/input_Password_button""))",Chrome 95.0.4638.54,,,2021-11-01 21:06:24,2021-11-01 21:06:24,"0,777s",PASSED
"if (verifyElementPresent(findTestObject(""Page_FaimeRecruiter - Home/a_Logout""), 10))",Chrome 95.0.4638.54,,,2021-11-01 21:06:24,2021-11-01 21:06:36,"11,364s",FAILED
Start listener action : sampleAfterTestCase,Chrome 95.0.4638.54,,,2021-11-01 21:06:36,2021-11-01 21:06:36,"0,000s",PASSED
,,,,,,,
Test Cases/TestDataDrivenLogin,Chrome 95.0.4638.54,,,2021-11-01 21:07:19,2021-11-01 21:07:34,"14,610s",FAILED
Start listener action : sampleBeforeTestCase,Chrome 95.0.4638.54,,,2021-11-01 21:07:19,2021-11-01 21:07:19,"0,008s",PASSED
"verifyElementPresent(findTestObject(""Page_opencats - Login/input_Username_username""), 300)",Chrome 95.0.4638.54,,,2021-11-01 21:07:19,2021-11-01 21:07:19,"0,350s",PASSED
"setText(findTestObject(""Page_opencats - Login/input_Username_username""), username)",Chrome 95.0.4638.54,,,2021-11-01 21:07:19,2021-11-01 21:07:20,"0,793s",PASSED
"setText(findTestObject(""Page_opencats - Login/input_Password_password""), password)",Chrome 95.0.4638.54,,,2021-11-01 21:07:20,2021-11-01 21:07:21,"0,943s",PASSED
"click(findTestObject(""Page_opencats - Login/input_Password_button""))",Chrome 95.0.4638.54,,,2021-11-01 21:07:21,2021-11-01 21:07:22,"0,847s",PASSED
"if (verifyElementPresent(findTestObject(""Page_FaimeRecruiter - Home/a_Logout""), 10))",Chrome 95.0.4638.54,,,2021-11-01 21:07:22,2021-11-01 21:07:34,"11,668s",FAILED
Start listener action : sampleAfterTestCase,Chrome 95.0.4638.54,,,2021-11-01 21:07:34,2021-11-01 21:07:34,"0,000s",PASSED
