Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Authentification,Chrome 95.0.4638.69,,,2021-11-03 10:21:30,2021-11-03 10:21:48,"18,753s",ERROR
,,,,,,,
Test Cases/TestDataDrivenLogin,Chrome 95.0.4638.69,,,2021-11-03 10:21:31,2021-11-03 10:21:38,"6,920s",ERROR
Start listener action : sampleBeforeTestCase,Chrome 95.0.4638.69,,,2021-11-03 10:21:31,2021-11-03 10:21:32,"0,095s",PASSED
"openBrowser("""")",Chrome 95.0.4638.69,,,2021-11-03 10:21:33,2021-11-03 10:21:37,"3,944s",PASSED
maximizeWindow(),Chrome 95.0.4638.69,,,2021-11-03 10:21:37,2021-11-03 10:21:37,"0,201s",PASSED
"navigateToUrl(""http://ats.faimerecruiter.com/"")",Chrome 95.0.4638.69,,,2021-11-03 10:21:37,2021-11-03 10:21:38,"1,338s",PASSED
ObjUsername = new com.kms.katalon.core.testobject.TestObject(username),Chrome 95.0.4638.69,,,2021-11-03 10:21:38,2021-11-03 10:21:38,"0,028s",PASSED
ObjPassword = new com.kms.katalon.core.testobject.TestObject(password),Chrome 95.0.4638.69,,,2021-11-03 10:21:38,2021-11-03 10:21:38,"0,001s",PASSED
ObjValider = new com.kms.katalon.core.testobject.TestObject(valider),Chrome 95.0.4638.69,,,2021-11-03 10:21:38,2021-11-03 10:21:38,"0,002s",PASSED
ObjLogout = new com.kms.katalon.core.testobject.TestObject(Logout),Chrome 95.0.4638.69,,,2021-11-03 10:21:38,2021-11-03 10:21:38,"0,001s",PASSED
ObjMsgErr = new com.kms.katalon.core.testobject.TestObject(MsgErr),Chrome 95.0.4638.69,,,2021-11-03 10:21:38,2021-11-03 10:21:38,"0,003s",PASSED
"ObjUsername.addProperty(""xpath"", EQUALS, ""//input[@id='username']"")",Chrome 95.0.4638.69,,,2021-11-03 10:21:38,2021-11-03 10:21:38,"0,063s",ERROR
Start listener action : sampleAfterTestCase,Chrome 95.0.4638.69,,,2021-11-03 10:21:38,2021-11-03 10:21:38,"0,014s",PASSED
,,,,,,,
Test Cases/TestDataDrivenLogin,Chrome 95.0.4638.69,,,2021-11-03 10:21:38,2021-11-03 10:21:44,"5,094s",ERROR
Start listener action : sampleBeforeTestCase,Chrome 95.0.4638.69,,,2021-11-03 10:21:39,2021-11-03 10:21:39,"0,008s",PASSED
"openBrowser("""")",Chrome 95.0.4638.69,,,2021-11-03 10:21:39,2021-11-03 10:21:41,"2,691s",PASSED
