Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Authentification,Chrome 95.0.4638.69,,,2021-11-03 10:39:00,2021-11-03 10:40:52,"1m - 51,851s",ERROR
,,,,,,,
Test Cases/TestDataDrivenLogin,Chrome 95.0.4638.69,,,2021-11-03 10:39:02,2021-11-03 10:39:11,"9,764s",ERROR
Start listener action : sampleBeforeTestCase,Chrome 95.0.4638.69,,,2021-11-03 10:39:02,2021-11-03 10:39:02,"0,155s",PASSED
"openBrowser("""")",Chrome 95.0.4638.69,,,2021-11-03 10:39:03,2021-11-03 10:39:07,"3,885s",PASSED
maximizeWindow(),Chrome 95.0.4638.69,,,2021-11-03 10:39:07,2021-11-03 10:39:07,"0,206s",PASSED
"navigateToUrl(""http://ats.faimerecruiter.com/"")",Chrome 95.0.4638.69,,,2021-11-03 10:39:07,2021-11-03 10:39:08,"0,647s",PASSED
ObjUsername = new com.kms.katalon.core.testobject.TestObject(username),Chrome 95.0.4638.69,,,2021-11-03 10:39:08,2021-11-03 10:39:08,"0,023s",PASSED
ObjPassword = new com.kms.katalon.core.testobject.TestObject(password),Chrome 95.0.4638.69,,,2021-11-03 10:39:08,2021-11-03 10:39:08,"0,003s",PASSED
ObjValider = new com.kms.katalon.core.testobject.TestObject(valider),Chrome 95.0.4638.69,,,2021-11-03 10:39:08,2021-11-03 10:39:08,"0,004s",PASSED
ObjLogout = new com.kms.katalon.core.testobject.TestObject(Logout),Chrome 95.0.4638.69,,,2021-11-03 10:39:08,2021-11-03 10:39:08,"0,001s",PASSED
ObjMsgErr = new com.kms.katalon.core.testobject.TestObject(MsgErr),Chrome 95.0.4638.69,,,2021-11-03 10:39:08,2021-11-03 10:39:08,"0,003s",PASSED
"ObjUsername.addProperty(""xpath"", EQUALS, ""//input[@id='username']"")",Chrome 95.0.4638.69,,,2021-11-03 10:39:08,2021-11-03 10:39:08,"0,037s",PASSED
"ObjPassword.addProperty(""xpath"", EQUALS, ""//input[@id='password']"")",Chrome 95.0.4638.69,,,2021-11-03 10:39:08,2021-11-03 10:39:08,"0,003s",PASSED
"ObjValider.addProperty(""xpath"", EQUALS, ""//input[@value='Login']"")",Chrome 95.0.4638.69,,,2021-11-03 10:39:08,2021-11-03 10:39:08,"0,005s",PASSED
"ObjLogout.addProperty(""xpath"", EQUALS, ""//a[contains(text(),'Logout')]"")",Chrome 95.0.4638.69,,,2021-11-03 10:39:08,2021-11-03 10:39:08,"0,008s",PASSED
"ObjMsgErr.addProperty(""xpath"", EQUALS, ""//p[@class=""failure""]"")",Chrome 95.0.4638.69,,,2021-11-03 10:39:08,2021-11-03 10:39:08,"0,004s",PASSED
"waitForElementPresent(ObjUsername, 300)",Chrome 95.0.4638.69,,,2021-11-03 10:39:08,2021-11-03 10:39:08,"0,394s",PASSED
"setText(ObjUsername, username)",Chrome 95.0.4638.69,,,2021-11-03 10:39:08,2021-11-03 10:39:09,"0,733s",PASSED
"setText(ObjPassword, password)",Chrome 95.0.4638.69,,,2021-11-03 10:39:09,2021-11-03 10:39:10,"0,687s",PASSED
click(ObjValider),Chrome 95.0.4638.69,,,2021-11-03 10:39:10,2021-11-03 10:39:11,"1,017s",PASSED
"if (verifyElementPresent(ObjLogout, 30, OPTIONAL))",Chrome 95.0.4638.69,,,2021-11-03 10:39:11,2021-11-03 10:39:11,"0,827s",PASSED
