Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Authentification,Chrome 95.0.4638.69,,,2021-11-03 10:41:46,2021-11-03 10:44:00,"2m - 13,688s",FAILED
,,,,,,,
Test Cases/TestDataDrivenLogin,Chrome 95.0.4638.69,,,2021-11-03 10:41:48,2021-11-03 10:41:57,"9,465s",FAILED
Start listener action : sampleBeforeTestCase,Chrome 95.0.4638.69,,,2021-11-03 10:41:48,2021-11-03 10:41:48,"0,055s",PASSED
"openBrowser("""")",Chrome 95.0.4638.69,,,2021-11-03 10:41:49,2021-11-03 10:41:53,"3,705s",PASSED
maximizeWindow(),Chrome 95.0.4638.69,,,2021-11-03 10:41:53,2021-11-03 10:41:53,"0,186s",PASSED
"navigateToUrl(""http://ats.faimerecruiter.com/"")",Chrome 95.0.4638.69,,,2021-11-03 10:41:53,2021-11-03 10:41:54,"0,562s",PASSED
ObjUsername = new com.kms.katalon.core.testobject.TestObject(username),Chrome 95.0.4638.69,,,2021-11-03 10:41:54,2021-11-03 10:41:54,"0,021s",PASSED
ObjPassword = new com.kms.katalon.core.testobject.TestObject(password),Chrome 95.0.4638.69,,,2021-11-03 10:41:54,2021-11-03 10:41:54,"0,002s",PASSED
ObjValider = new com.kms.katalon.core.testobject.TestObject(valider),Chrome 95.0.4638.69,,,2021-11-03 10:41:54,2021-11-03 10:41:54,"0,006s",PASSED
ObjLogout = new com.kms.katalon.core.testobject.TestObject(Logout),Chrome 95.0.4638.69,,,2021-11-03 10:41:54,2021-11-03 10:41:54,"0,001s",PASSED
ObjMsgErr = new com.kms.katalon.core.testobject.TestObject(MsgErr),Chrome 95.0.4638.69,,,2021-11-03 10:41:54,2021-11-03 10:41:54,"0,003s",PASSED
"ObjUsername.addProperty(""xpath"", EQUALS, ""//input[@id='username']"")",Chrome 95.0.4638.69,,,2021-11-03 10:41:54,2021-11-03 10:41:54,"0,032s",PASSED
"ObjPassword.addProperty(""xpath"", EQUALS, ""//input[@id='password']"")",Chrome 95.0.4638.69,,,2021-11-03 10:41:54,2021-11-03 10:41:54,"0,001s",PASSED
"ObjValider.addProperty(""xpath"", EQUALS, ""//input[@value='Login']"")",Chrome 95.0.4638.69,,,2021-11-03 10:41:54,2021-11-03 10:41:54,"0,002s",PASSED
"ObjLogout.addProperty(""xpath"", EQUALS, ""//a[contains(text(),'Logout')]"")",Chrome 95.0.4638.69,,,2021-11-03 10:41:54,2021-11-03 10:41:54,"0,006s",PASSED
"ObjMsgErr.addProperty(""xpath"", EQUALS, ""//p[@class=""failure""]"")",Chrome 95.0.4638.69,,,2021-11-03 10:41:54,2021-11-03 10:41:54,"0,001s",PASSED
"waitForElementPresent(ObjUsername, 300)",Chrome 95.0.4638.69,,,2021-11-03 10:41:54,2021-11-03 10:41:54,"0,428s",PASSED
"setText(ObjUsername, username)",Chrome 95.0.4638.69,,,2021-11-03 10:41:54,2021-11-03 10:41:55,"0,709s",PASSED
"setText(ObjPassword, password)",Chrome 95.0.4638.69,,,2021-11-03 10:41:55,2021-11-03 10:41:56,"0,671s",PASSED
click(ObjValider),Chrome 95.0.4638.69,,,2021-11-03 10:41:56,2021-11-03 10:41:57,"0,999s",PASSED
"if (verifyElementPresent(ObjLogout, 30, OPTIONAL))",Chrome 95.0.4638.69,,,2021-11-03 10:41:57,2021-11-03 10:41:57,"0,874s",PASSED
Start listener action : sampleAfterTestCase,Chrome 95.0.4638.69,,,2021-11-03 10:41:57,2021-11-03 10:41:57,"0,004s",PASSED
,,,,,,,
Test Cases/TestDataDrivenLogin,Chrome 95.0.4638.69,,,2021-11-03 10:41:57,2021-11-03 10:42:36,"38,128s",FAILED
Start listener action : sampleBeforeTestCase,Chrome 95.0.4638.69,,,2021-11-03 10:41:58,2021-11-03 10:41:58,"0,006s",PASSED
"openBrowser("""")",Chrome 95.0.4638.69,,,2021-11-03 10:41:58,2021-11-03 10:42:01,"2,992s",PASSED
maximizeWindow(),Chrome 95.0.4638.69,,,2021-11-03 10:42:01,2021-11-03 10:42:01,"0,192s",PASSED
"navigateToUrl(""http://ats.faimerecruiter.com/"")",Chrome 95.0.4638.69,,,2021-11-03 10:42:01,2021-11-03 10:42:01,"0,542s",PASSED
ObjUsername = new com.kms.katalon.core.testobject.TestObject(username),Chrome 95.0.4638.69,,,2021-11-03 10:42:01,2021-11-03 10:42:01,"0,001s",PASSED
ObjPassword = new com.kms.katalon.core.testobject.TestObject(password),Chrome 95.0.4638.69,,,2021-11-03 10:42:01,2021-11-03 10:42:01,"0,001s",PASSED
