Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ObjUsername = new com.kms.katalon.core.testobject.TestObject(username),Chrome 95.0.4638.69,,,2021-11-03 10:29:03,2021-11-03 10:29:03,"0,000s",PASSED
ObjPassword = new com.kms.katalon.core.testobject.TestObject(password),Chrome 95.0.4638.69,,,2021-11-03 10:29:03,2021-11-03 10:29:03,"0,000s",PASSED
ObjValider = new com.kms.katalon.core.testobject.TestObject(valider),Chrome 95.0.4638.69,,,2021-11-03 10:29:03,2021-11-03 10:29:03,"0,001s",PASSED
ObjLogout = new com.kms.katalon.core.testobject.TestObject(Logout),Chrome 95.0.4638.69,,,2021-11-03 10:29:03,2021-11-03 10:29:03,"0,001s",PASSED
ObjMsgErr = new com.kms.katalon.core.testobject.TestObject(MsgErr),Chrome 95.0.4638.69,,,2021-11-03 10:29:03,2021-11-03 10:29:03,"0,001s",PASSED
"ObjUsername.addProperty(""xpath"", EQUALS, ""//input[@id='username']"")",Chrome 95.0.4638.69,,,2021-11-03 10:29:03,2021-11-03 10:29:03,"0,001s",PASSED
"ObjPassword.addProperty(""xpath"", EQUALS, ""//input[@id='password']"")",Chrome 95.0.4638.69,,,2021-11-03 10:29:03,2021-11-03 10:29:03,"0,001s",PASSED
"ObjValider.addProperty(""xpath"", EQUALS, ""//input[@value='Login']"")",Chrome 95.0.4638.69,,,2021-11-03 10:29:03,2021-11-03 10:29:03,"0,001s",PASSED
"ObjLogout.addProperty(""xpath"", EQUALS, ""//a[contains(text(),'Logout')]"")",Chrome 95.0.4638.69,,,2021-11-03 10:29:03,2021-11-03 10:29:03,"0,000s",PASSED
"ObjMsgErr.addProperty(""xpath"", EQUALS, ""//p[@class=""failure""]"")",Chrome 95.0.4638.69,,,2021-11-03 10:29:03,2021-11-03 10:29:03,"0,001s",PASSED
"waitForElementPresent(ObjUsername, 300)",Chrome 95.0.4638.69,,,2021-11-03 10:29:03,2021-11-03 10:29:04,"0,636s",PASSED
"setText(ObjUsername, username)",Chrome 95.0.4638.69,,,2021-11-03 10:29:04,2021-11-03 10:29:08,"4,048s",PASSED
"setText(ObjPassword, password)",Chrome 95.0.4638.69,,,2021-11-03 10:29:08,2021-11-03 10:29:12,"3,973s",PASSED
click(ObjValider),Chrome 95.0.4638.69,,,2021-11-03 10:29:12,2021-11-03 10:29:14,"2,246s",PASSED
"if (verifyElementPresent(ObjLogout, 30, OPTIONAL))",Chrome 95.0.4638.69,,,2021-11-03 10:29:14,2021-11-03 10:29:46,"31,944s",PASSED
"if (verifyElementPresent(ObjMsgErr, 30, OPTIONAL))",Chrome 95.0.4638.69,,,2021-11-03 10:29:46,2021-11-03 10:29:47,"0,668s",PASSED
Start listener action : sampleAfterTestCase,Chrome 95.0.4638.69,,,2021-11-03 10:29:47,2021-11-03 10:29:47,"0,003s",PASSED
